Table with column headers in row 3						
"2014 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2015"						
State Postal Code	State FIPS Code	District ID	Name	Estimated Total Population	Estimated Population 5-17	Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
NE	31	76410	Sargent Public Schools	985	173	27
NE	31	76450	Schuyler Community Schools	"8,300"	"1,872"	271
NE	31	76470	Scottsbluff Public Schools	"18,789"	"3,202"	737
NE	31	00076	Scribner-Snyder Community Schools	"1,824"	329	71
NE	31	76560	Seward Public Schools	"10,669"	"1,801"	132
NE	31	76590	Shelby Public Schools	"2,071"	391	67
NE	31	76620	Shelton Public Schools	"1,657"	347	38
NE	31	76650	Shickley Public Schools	708	99	17
NE	31	76710	Sidney Public Schools	"7,721"	"1,415"	149
NE	31	00066	Silver Lake Public Schools	"1,411"	229	22
NE	31	76800	Sioux County Public Schools	865	131	28
NE	31	00122	South Central Nebraska School District	"3,362"	602	77
NE	31	00110	South Platte Public Schools	"1,145"	153	32
NE	31	75630	South Sarpy District 46	"8,571"	"1,692"	74
NE	31	76860	South Sioux City Community Schools	"17,568"	"3,771"	643
NE	31	77180	Southern School District 1	"2,513"	416	69
NE	31	00109	Southern Valley Schools	"2,895"	518	80
NE	31	00178	Southwest Public Schools	"2,058"	378	53
NE	31	76890	Spalding Public Schools	794	169	23
NE	31	76980	St. Edward Public Schools	"1,037"	177	17
NE	31	00085	St. Paul Public Schools	"3,664"	645	87
NE	31	00041	Stanton Community Schools	"2,431"	488	63
NE	31	77100	Stapleton Public Schools	880	162	22
NE	31	77190	Sterling Public Schools	"1,381"	300	30
NE	31	00082	Stuart Public Schools	857	137	13
NE	31	77340	Sumner-Eddyville-Miller Schools	950	172	38
NE	31	00029	Superior Public Schools	"2,893"	446	92
NE	31	00024	Sutherland Public Schools	"1,742"	367	48
NE	31	77520	Sutton Public Schools	"2,233"	398	26
NE	31	77550	Syracuse-Dunbar-Avoca Schools	"4,473"	737	74
NE	31	00071	Tekamah-Herman Community Schools	"3,272"	595	75
NE	31	00132	Thayer Central Community Schools	"2,763"	405	59
NE	31	77730	Thedford Public Schools	590	98	34
NE	31	05970	Tri County Public Schools	"2,282"	364	37
NE	31	00129	Twin Rivers Public Schools	"2,867"	482	75
NE	31	19560	Umonhon Nation Public Schools	"1,338"	439	252
NE	31	78020	Valentine Community Schools	"4,554"	703	109
NE	31	78210	Wahoo Public Schools	"7,273"	"1,367"	140
NE	31	78240	Wakefield Public Schools	"2,054"	377	60
NE	31	78260	Wallace Public School District 65 R	792	157	17
NE	31	78300	Walthill Public Schools	"1,370"	361	143
NE	31	00018	Wauneta-Palisade Public Schools	"1,504"	212	37
NE	31	78450	Wausa Public Schools	"1,101"	230	47
NE	31	00021	Waverly School District 145	"10,700"	"2,211"	157
NE	31	78520	Wayne Community Schools	"6,984"	854	96
NE	31	78540	Weeping Water Public Schools	"1,894"	348	45
NE	31	00180	West Boyd Public Schools	"1,587"	252	33
NE	31	00172	West Holt Public Schools	"2,480"	406	42
NE	31	00006	West Point Public Schools	"5,878"	"1,128"	125
NE	31	78660	Westside Community Schools	"31,504"	"4,997"	587
NE	31	78670	Wheeler Central Schools	724	97	19
NE	31	78720	Wilber-Clatonia Public Schools	"3,104"	546	57
NE	31	00134	Wilcox-Hildreth Public Schools	"1,452"	231	35
NE	31	78810	Winnebago Public Schools	"1,925"	586	237
NE	31	78840	Winside Public Schools	"1,054"	201	19
NE	31	00008	Wisner-Pilger Public Schools	"2,529"	455	40
NE	31	78940	Wood River Rural Schools	"3,247"	616	81
NE	31	78990	Wynot Public Schools	691	156	22
NE	31	79050	York Public Schools	"9,194"	"1,445"	206
NE	31	79080	Yutan Public Schools	"2,173"	447	27
NV	32	00390	Carson City School District	"54,522"	"8,360"	"1,988"
NV	32	00030	Churchill County School District	"23,989"	"4,016"	674
NV	32	00060	Clark County School District	"2,069,681"	"360,554"	"74,850"
NV	32	00090	Douglas County School District	"47,536"	"6,738"	925
NV	32	00120	Elko County School District	"52,766"	"11,020"	"1,391"
NV	32	00150	Esmeralda County School District	822	114	20
NV	32	00180	Eureka County School District	"2,018"	325	41
NV	32	00210	Humboldt County School District	"17,279"	"3,371"	469
NV	32	00240	Lander County School District	"6,009"	"1,123"	160
NV	32	00270	Lincoln County School District	"5,184"	969	149
NV	32	00300	Lyon County School District	"51,789"	"8,824"	"1,623"
NV	32	00330	Mineral County School District	"4,500"	585	180
NV	32	00360	Nye County School District	"42,282"	"5,802"	"1,485"
NV	32	00420	Pershing County School District	"6,698"	932	177
NV	32	00450	Storey County School District	"3,912"	401	49
NV	32	00480	Washoe County School District	"440,078"	"72,177"	"12,495"
NV	32	00510	White Pine County School District	"10,034"	"1,517"	237
NH	33	01350	Albany School District	731	93	21
NH	33	01380	Allenstown School District	"4,344"	618	68
NH	33	01440	Alton School District	"5,270"	543	36
NH	33	01470	Amherst School District	"11,326"	"1,427"	53
NH	33	01500	Andover School District	"2,383"	425	38
NH	33	01560	Ashland School District	"2,085"	152	32
NH	33	01590	Auburn School District	"5,044"	870	32
NH	33	01620	Barnstead School District	"4,611"	532	66
NH	33	01650	Barrington School District	"8,747"	"1,463"	123
NH	33	01680	Bartlett School District	"2,763"	356	24
NH	33	01710	Bath School District	"1,084"	163	34
NH	33	01740	Bedford School District	"21,439"	"4,665"	139
NH	33	01830	Benton School District	366	32	6
NH	33	01860	Berlin School District	"9,625"	"1,243"	299
NH	33	01890	Bethlehem School District	"2,541"	196	56
NH	33	01950	Bow School District	"7,556"	"1,558"	106
NH	33	02010	Brentwood School District	"4,568"	396	21
NH	33	02070	Brookline School District	"5,047"	636	23
NH	33	02100	Campton School District	"3,353"	339	38
NH	33	02130	Candia School District	"3,981"	642	32
NH	33	02200	Chatham School District	336	45	3
NH	33	02250	Chester School District	"4,855"	"1,012"	48
NH	33	02280	Chesterfield School District	"3,557"	546	24
NH	33	02310	Chichester School District	"2,536"	424	28
NH	33	02340	Claremont School District	"13,160"	"1,980"	418
NH	33	02370	Clarksville School District	255	25	6
NH	33	02400	Colebrook School District	"2,204"	297	67
NH	33	02430	Columbia School District	725	87	24
NH	33	02460	Concord School District	"38,009"	"5,150"	692
NH	33	02480	Contoocook Valley School District	"18,846"	"2,973"	254
NH	33	02490	Conway School District	"10,026"	"1,328"	236
NH	33	02510	Coos County School District	205	11	1
NH	33	02520	Cornish School District	"1,616"	225	23
NH	33	02550	Croydon School District	753	85	10
NH	33	02580	Deerfield School District	"4,358"	713	60
NH	33	02610	Derry School District	"33,715"	"5,764"	518
NH	33	02640	Dover School District	"30,581"	"4,154"	464
NH	33	02670	Dresden School District	"11,329"	760	54
NH	33	02730	Dummer School District	291	42	4
NH	33	02760	Dunbarton School District	"2,772"	494	46
NH	33	02790	East Kingston School District	"2,400"	197	9
NH	33	02850	Eaton School District	390	29	2
NH	33	02870	Ellsworth School District	84	9	2
NH	33	02880	Epping School District	"6,525"	987	103
NH	33	02910	Epsom School District	"4,589"	726	60
NH	33	02940	Errol School District	279	13	2
NH	33	00017	Exeter Regional Cooperative School District	"32,797"	"3,287"	171
NH	33	02970	Exeter School District	"14,568"	"1,035"	87
NH	33	02990	Fall Mountain Regional School District	"12,192"	"1,829"	202
NH	33	03000	Farmington School District	"6,921"	"1,144"	198
NH	33	03090	Franklin School District	"8,519"	"1,265"	328
NH	33	03120	Freedom School District	"1,479"	158	88
NH	33	03150	Fremont School District	"4,361"	761	43
NH	33	03180	Gilford School District	"7,151"	"1,129"	127
NH	33	03210	Gilmanton School District	"3,789"	576	97
NH	33	03240	Goffstown School District	"17,848"	"2,528"	177
NH	33	00035	Gorham Randolph Shelburne Cooperative School District	"3,381"	459	65
NH	33	03300	Goshen-Lempster Cooperative School District	"1,935"	254	59
NH	33	03330	Governor Wentworth Regional School District	"17,729"	"2,448"	418
NH	33	03360	Grantham School District	"2,941"	444	22
NH	33	03420	Greenland School District	"3,614"	585	38
NH	33	03480	Hampstead School District	"8,677"	"1,429"	135
NH	33	03540	Hampton Falls School District	"2,277"	255	14
NH	33	03510	Hampton School District	"15,250"	"1,263"	140
NH	33	03600	Hanover School District	"11,329"	511	20
NH	33	03630	Harrisville School District	949	100	7
NH	33	03640	Hart's Location School District	41	5	1
NH	33	03660	Haverhill Cooperative School District	"4,726"	652	166
NH	33	03690	Henniker School District	"4,860"	427	49
NH	33	03720	Hill School District	"1,094"	183	20
NH	33	03750	Hillsboro-Deering Cooperative School District	"8,011"	"1,307"	181
NH	33	03780	Hinsdale School District	"3,993"	605	77
NH	33	03810	Holderness School District	"2,121"	208	13
NH	33	03840	Hollis School District	"7,770"	685	24
NH	33	03850	Hollis-Brookline Cooperative School District	"12,816"	"1,418"	37
NH	33	03870	Hooksett School District	"13,518"	"2,129"	176
NH	33	03900	Hopkinton School District	"5,617"	957	36
NH	33	03930	Hudson School District	"24,739"	"4,367"	282
NH	33	03960	Inter-Lakes School District	"8,681"	"1,173"	115
NH	33	03990	Jackson School District	809	77	10
NH	33	04030	Jaffrey-Rindge Cooperative School District	"11,322"	"1,742"	272
NH	33	00003	John Stark Regional School District	"13,743"	826	41
NH	33	04040	Kearsarge Regional School District	"15,509"	"2,097"	157
NH	33	04050	Keene School District	"23,105"	"2,757"	361
NH	33	04080	Kensington School District	"2,163"	195	11
NH	33	04140	Laconia School District	"16,004"	"2,244"	450
NH	33	04150	Lafayette Regional School District	"1,933"	114	8
NH	33	04170	Landaff School District	418	50	3
NH	33	04230	Lebanon School District	"13,231"	"1,587"	203
NH	33	04260	Lincoln-Woodstock School District	"3,055"	424	66
NH	33	04290	Lisbon Regional School District	"2,141"	320	65
NH	33	04350	Litchfield School District	"8,357"	"1,739"	110
NH	33	04380	Littleton School District	"5,964"	882	174
NH	33	04410	Londonderry School District	"24,570"	"4,912"	244
NH	33	04500	Lyme School District	"1,726"	299	9
NH	33	04560	Madison School District	"2,478"	347	33
NH	33	04590	Manchester School District	"110,791"	"15,319"	"2,890"
NH	33	04620	Marlborough School District	"2,036"	282	25
NH	33	04650	Marlow School District	732	93	5
NH	33	04670	Mascenic Regional School District	"7,284"	"1,343"	141
NH	33	04680	Mascoma Valley Regional School District	"10,581"	"1,429"	141
NH	33	03276	Mason School District	"1,397"	227	44
NH	33	04740	Merrimack School District	"25,778"	"4,587"	232
NH	33	04760	Merrimack Valley School District	"17,494"	"2,703"	298
NH	33	04770	Middleton School District	"1,819"	299	77
NH	33	04800	Milan School District	"1,280"	169	21
NH	33	04830	Milford School District	"15,283"	"2,700"	215
NH	33	00616	Milton School District	"4,690"	754	75
NH	33	04890	Monadnock Regional School District	"13,787"	"2,025"	313
NH	33	04920	Monroe School District	793	124	11
NH	33	04950	Mont Vernon School District	"2,436"	341	22
NH	33	04960	Moultonborough School District	"4,008"	555	42
NH	33	04980	Nashua School District	"87,457"	"12,816"	"1,688"
NH	33	05010	Nelson School District	720	100	11
NH	33	05040	New Boston School District	"5,380"	"1,035"	37
NH	33	05070	New Castle School District	986	109	7
NH	33	05190	Newfields School District	"1,711"	157	7
NH	33	05220	Newfound Area School District	"10,334"	"1,452"	216
NH	33	05250	Newington School District	767	95	8
NH	33	05280	Newmarket School District	"9,099"	"1,081"	116
NH	33	05310	Newport School District	"6,412"	"1,031"	150
NH	33	05370	North Hampton School District	"4,380"	473	33
NH	33	05400	Northumberland School District	"2,191"	323	82
NH	33	05430	Northwood School District	"4,319"	707	112
NH	33	05460	Nottingham School District	"4,873"	787	45
NH	33	05520	Oyster River Cooperative School District	"21,160"	"2,166"	87
NH	33	05550	Pelham School District	"13,041"	"2,451"	156
NH	33	05580	Pembroke School District	"7,150"	"1,174"	98
NH	33	99965	Pemi-Baker Regional School District	"19,502"	775	120
NH	33	05670	Piermont School District	795	118	15
NH	33	05700	Pittsburg School District	832	98	15
NH	33	05730	Pittsfield School District	"4,126"	619	116
NH	33	05760	Plainfield School District	"2,329"	396	15
NH	33	05790	Plymouth School District	"7,033"	398	68
NH	33	05820	Portsmouth School District	"21,621"	"2,286"	247
NH	33	05830	Profile School District	"4,474"	300	60
NH	33	00049	Prospect Mountain High School Joint Maintenance Agreement District	"9,881"	535	37
NH	33	05880	Raymond School District	"10,323"	"1,465"	169
NH	33	33009	Rivendell Interstate School District	"1,245"	179	19
NH	33	05940	Rochester School District	"30,346"	"4,625"	711
NH	33	05970	Rollinsford School District	"2,577"	424	31
NH	33	06000	Rumney School District	"1,489"	140	38
NH	33	06030	Rye School District	"5,395"	798	32
NH	33	06060	Salem School District	"29,302"	"4,530"	307
NH	33	06080	Sanborn Regional School District	"10,822"	"1,709"	105
NH	33	06150	Seabrook School District	"8,852"	683	126
NH	33	06180	Shaker Regional School District	"9,744"	"1,490"	195
NH	33	06240	Somersworth School District	"12,001"	"1,865"	308
NH	33	06260	Souhegan Cooperative School District	"13,762"	965	72
NH	33	06270	South Hampton School District	829	120	2
NH	33	06330	Stark School District	530	64	8
NH	33	06360	Stewartstown School District	961	136	27
NH	33	06390	Stoddard School District	"1,216"	174	24
NH	33	06420	Strafford School District	"4,071"	756	39
NH	33	06450	Stratford School District	714	87	29
NH	33	06480	Stratham School District	"7,388"	598	29
NH	33	03293	Sullivan School District	668	83	10
NH	33	06540	Sunapee School District	"3,316"	493	58
NH	33	03275	Surry School District	722	72	3
NH	33	06600	Tamworth School District	"2,831"	345	36
NH	33	06660	Thornton School District	"2,505"	222	24
NH	33	06720	Timberlane Regional School District	"25,188"	"4,284"	248
NH	33	06750	Unity School District	"1,647"	193	24
NH	33	06780	Wakefield School District	"5,036"	687	73
NH	33	06870	Warren School District	910	132	33
NH	33	06900	Washington School District	"1,107"	181	19
NH	33	06910	Waterville Valley School District	249	37	3
NH	33	06930	Weare School District	"8,883"	"1,112"	79
NH	33	06990	Wentworth School District	917	72	16
NH	33	07020	Westmoreland School District	"1,850"	235	31
NH	33	07050	White Mountain Regional School District	"8,295"	"1,219"	194
NH	33	07115	Wilton-Lyndeborough School District	"5,420"	894	62
NH	33	07140	Winchester School District	"4,285"	655	154
NH	33	07170	Windham School District	"13,841"	"2,684"	83
NH	33	07200	Windsor School District	226	36	5
NH	33	07230	Winnacunnet Cooperative School District	"30,759"	"1,395"	141
NH	33	07300	Winnisquam Regional School District	"11,409"	"1,712"	197
NJ	34	00660	Absecon City School District	"8,431"	"1,200"	168
NJ	34	00690	Alexandria Township School District	"4,888"	616	16
NJ	34	00720	Allamuchy Township School District	"4,252"	547	24
NJ	34	00750	Allendale Borough School District	"6,710"	991	30
NJ	34	00780	Allenhurst Borough School District	495	55	4
NJ	34	00810	Alloway Township School District	"3,395"	664	47
NJ	34	00840	Alpha Borough School District	"2,330"	362	39
NJ	34	00870	Alpine Borough School District	"1,922"	345	35
NJ	34	00900	Andover Regional School District	"6,669"	"1,037"	46
NJ	34	00930	Asbury Park City School District	"16,088"	"2,411"	"1,024"
NJ	34	00960	Atlantic City School District	"39,653"	"6,187"	"2,845"
NJ	34	01020	Atlantic Highlands Borough School District	"4,374"	298	31
NJ	34	01050	Audubon Borough School District	"9,791"	"1,355"	133
NJ	34	01110	Avalon Borough School District	"1,308"	78	10
NJ	34	01140	Avon-by-the-Sea Borough School District	"1,898"	251	21
NJ	34	16470	Barnegat Township School District	"21,290"	"3,381"	400
NJ	34	01170	Barrington Borough School District	"6,944"	967	94
NJ	34	01200	Bass River Township School District	"1,448"	100	20
NJ	34	01230	Bay Head Borough School District	984	127	23
NJ	34	01260	Bayonne City School District	"66,471"	"10,420"	"2,403"
NJ	34	01290	Beach Haven Borough School District	"1,193"	60	11
NJ	34	01320	Bedminster Township School District	"8,395"	"1,001"	39
NJ	34	01350	Belleville Town School District	"36,466"	"5,487"	911
NJ	34	01380	Bellmawr Borough School District	"11,523"	"1,051"	182
NJ	34	01410	Belmar Borough School District	"5,784"	641	120
NJ	34	01440	Belvidere Town School District	"2,637"	485	39
NJ	34	01500	Bergenfield Borough School District	"27,605"	"4,626"	443
NJ	34	01530	Berkeley Heights Township School District	"13,587"	"2,813"	128
NJ	34	01560	Berkeley Township School District	"41,951"	"2,018"	262
NJ	34	01590	Berlin Borough School District	"7,549"	865	73
NJ	34	01620	Berlin Township School District	"5,329"	814	150
NJ	34	01650	Bernards Township School District	"27,406"	"6,028"	193
NJ	34	01710	Bethlehem Township School District	"3,939"	546	41
NJ	34	01740	Beverly City School District	"2,583"	392	76
NJ	34	01770	Black Horse Pike Regional School District	"84,250"	"4,757"	502
NJ	34	01800	Blairstown Township School District	"7,538"	659	34
NJ	34	01830	Bloomfield Township School District	"48,056"	"6,878"	913
NJ	34	01860	Bloomingdale Borough School District	"7,766"	"1,165"	113
NJ	34	01890	Bloomsbury Borough School District	861	156	7
NJ	34	01920	Bogota Borough School District	"8,444"	"1,464"	168
NJ	34	01950	Boonton Town School District	"8,473"	"1,157"	123
NJ	34	01980	Boonton Township School District	"4,335"	850	13
NJ	34	02030	Bordentown Regional School District	"15,866"	"2,582"	129
NJ	34	02100	Bound Brook Borough School District	"10,696"	"1,548"	294
NJ	34	02130	Bradley Beach Borough School District	"4,291"	394	94
NJ	34	02160	Branchburg Township School District	"14,867"	"2,802"	105
NJ	34	02220	Brick Township School District	"76,340"	"11,984"	"1,029"
NJ	34	02250	Bridgeton City School District	"25,428"	"4,534"	"2,033"
NJ	34	02280	Bridgewater-Raritan Regional School District	"52,792"	"9,700"	388
NJ	34	02310	Brielle Borough School District	"4,766"	996	54
NJ	34	02340	Brigantine City School District	"9,473"	"1,091"	208
NJ	34	02370	Brooklawn Borough School District	"1,945"	310	55
NJ	34	02400	Buena Regional School District	"12,202"	"2,057"	423
NJ	34	02430	Burlington City School District	"9,942"	"1,598"	282
NJ	34	02460	Burlington Township School District	"22,648"	"4,395"	325
